stamp,px,py,pz,ox,oy,oz,ow
1713471900.5856392,0.5878799337850181,0.9506461030291208,0.116003873110073,0.1551104220588282,-0.6970831622134732,0.1447080713178142,0.6848907913110492
1713471900.7202294,0.592331107380763,0.9532272231004398,0.1178278033842951,0.1546745467166767,-0.6982073475346047,0.1436993697335673,0.684056120201302
1713471900.8550544,0.5971328779177363,0.9552949189143536,0.1197556701925018,0.1536564208388703,-0.6995651523253984,0.1426432042998164,0.683118743890117
1713471900.988839,0.6017353095584053,0.9579606827610978,0.1213150957628926,0.1534138600545439,-0.700764962881844,0.1415947175034873,0.6821609709705477
1713471901.125095,0.6064598507547486,0.9600124090416,0.1229360020991232,0.1526678784178183,-0.7019635689168846,0.1408050658503284,0.6812588349840003
1713471901.2321703,0.6110779096095007,0.9625797800058288,0.1241998020368393,0.1523371579311686,-0.7028794044788682,0.140061181734846,0.6805415479189528
1713471901.347286,0.6157329671252327,0.9647379643594576,0.1253805467686203,0.1519782408141501,-0.7036782240978527,0.1395484208447793,0.6799013233471874
1713471901.4576528,0.6203370210665075,0.9673231218652066,0.1263037168924562,0.1517315574814665,-0.7043435244670816,0.1388007094040293,0.6794204126124533
1713471901.5664053,0.6249360582190409,0.9694291837489248,0.1272648489023491,0.1514666810116301,-0.7049507122368199,0.1385350942910123,0.6789037969476248
1713471901.6790693,0.6298387878327856,0.9714760568802252,0.1279797889632492,0.1514300454550467,-0.7053309006987617,0.1383456054271218,0.6785556390687203
1713471901.7874677,0.6345734193991667,0.9735964995173826,0.1284516988579769,0.15141171144476,-0.705380621699783,0.1385334023290763,0.6784697256377227
1713471901.8953204,0.6393300070338533,0.9757455837542254,0.1286033903560412,0.1513416550197642,-0.7055567325510219,0.1390171426452869,0.6782032399351572
1713471902.0025516,0.6439280369309777,0.9779410570550812,0.1282547418143317,0.1507533329582519,-0.7072469051210286,0.1399444509265534,0.6763806609103863
1713471902.1148832,0.6480846786546667,0.979900755925718,0.1273079217302277,0.1489357114032627,-0.7117349939527732,0.1415555155611443,0.6717242650567783
1713471902.227608,0.6501798002207514,0.9785464736106464,0.1273775456115953,0.1432886413375861,-0.7159798206533237,0.1441943128786122,0.6678691951380361
1713471902.3461986,0.6512611603816044,0.9741744461634594,0.1261486451633746,0.1357994298202587,-0.7201989017625238,0.1483134613680017,0.6639843175388931
1713471902.457502,0.6533776518777697,0.9735086555922692,0.1274640427584721,0.1303483334383117,-0.7249477855089882,0.1515342815313763,0.6591641538920623
1713471902.576585,0.6553565613541317,0.9745548127045512,0.1281730794768065,0.124575865557463,-0.7308069252128089,0.1554812738814268,0.6528611378032987
1713471902.6945093,0.6575693481287386,0.9757271967830946,0.1285706577927957,0.1197392622068666,-0.7353417058872387,0.159442887390223,0.6476982710565699
1713471902.8049886,0.6601972973342256,0.977097729608432,0.1288033572276434,0.1147943737796016,-0.738996410354415,0.1631957627999156,0.643485586657535
1713471902.918609,0.6632403074739758,0.9787396552134234,0.1286653872374066,0.1090838654015089,-0.7425596651611496,0.1669219188736599,0.6394082631498927
1713471903.0306296,0.6665303007215654,0.9802739178716646,0.128049475275295,0.1028510963137732,-0.7458995596436683,0.1708381560624592,0.635507532090388
1713471903.147598,0.6704056724692994,0.9823491277318176,0.1263419352340737,0.0963819777905596,-0.7469272278690284,0.1757868885769835,0.6339630907470024
1713471903.2677546,0.6749094456924016,0.9840663997045028,0.123092015574794,0.091536285511526,-0.7431054113311479,0.1819936711695655,0.6374117662385455
1713471903.3900683,0.6806934321964984,0.9883663395186472,0.1128401339400584,0.0825090077027452,-0.7320508869038383,0.1956285083949016,0.6473200517011642
1713471903.5229294,0.687523568576474,0.9889092390316796,0.1150467203384711,0.0928335139319799,-0.7171084273091886,0.1917936333406195,0.6635907205372807
1713471903.6503496,0.6954327812041614,0.9889751604001976,0.1146579444785193,0.1037683927288864,-0.6964709626415204,0.1891505170120962,0.6843846877171597
1713471903.7810764,0.7054450857112784,0.989674122713128,0.1089420032218609,0.1183476806147243,-0.66689726366868,0.185248121253646,0.7119866570212794
1713471903.8995771,0.713721345340576,0.9908199788899604,0.1037807436581202,0.1311171535656639,-0.6456640110029956,0.1801046560790183,0.7304030324382699
1713471904.0383224,0.7158681791221914,0.9939801250778986,0.1037684292206879,0.1284209146474294,-0.6631801345357796,0.182625909958383,0.7143864184389956
1713471904.1708238,0.7196977352753596,0.996274116936779,0.1065027775798166,0.1343917037662488,-0.673584044675189,0.1797303077151714,0.7042161750531066
1713471904.2914095,0.7239397469063236,1.000091995603579,0.1088525612218816,0.1399311452066272,-0.6823657969934507,0.1765736680687503,0.695426439991608
1713471904.415086,0.7283043282827015,1.0029518786865383,0.1101940981081672,0.1460594411217302,-0.688923914065914,0.17379307998176,0.6883650525976478
1713471904.5319395,0.7327065480464073,1.0048870487176331,0.1124996385900652,0.1505400755400922,-0.6929476752868488,0.1737196804106506,0.6833613082469309
1713471904.6462753,0.7364725875668837,1.006481063997988,0.114052237933323,0.1551501261445392,-0.6958036951910025,0.1735140692309666,0.67946929577045
1713471904.762033,0.7393733143233747,1.0073578973279698,0.1159165253281159,0.1594876243677748,-0.6959424938575415,0.1764242353496219,0.6775708317941164
